user_id,start_date
1577,2024-01-31
1581,2024-01-22
1586,2024-01-19
1592,2024-03-12
1595,2024-01-23
1596,2024-03-01
1600,2024-01-05
1601,2024-03-08
1603,2024-01-28
1612,2024-01-23
1627,2024-02-28
1666,2024-01-20
1671,2024-01-16
1674,2024-01-20
1676,2024-02-23
1681,2024-02-05
1709,2024-02-25
1711,2024-01-28
1733,2024-01-28
1741,2024-01-18
1750,2024-01-30
1756,2024-01-18
1766,2024-02-28
1783,2024-01-07
1795,2024-02-16
1805,2024-02-18
1806,2024-02-02
1810,2024-02-21
1822,2024-02-24
1844,2024-01-27
1851,2024-02-16
1853,2024-01-27
1856,2024-01-09
1858,2024-01-06
1878,2024-03-03
1880,2024-02-28
1884,2024-02-21
1902,2024-01-29
1911,2024-02-25
1920,2024-02-16
1931,2024-03-09
1937,2024-02-10
1950,2024-02-15
1958,2024-01-11
1995,2024-03-01
2011,2024-02-07
2028,2024-02-19
2030,2024-01-29
2036,2024-01-08
2037,2024-01-24
2040,2024-02-19
2056,2024-01-13
2060,2024-01-31
2062,2024-02-22
2068,2024-02-21
2073,2024-03-12
2075,2024-02-29
2076,2024-01-24
2105,2024-02-06
2121,2024-02-22
2123,2024-01-29
2153,2024-03-02
2154,2024-01-30
2164,2024-02-22
2183,2024-02-09
2206,2024-01-19
2214,2024-02-27
2241,2024-01-30
2262,2024-02-23
2266,2024-02-02
2272,2024-02-21
2273,2024-02-05
2281,2024-01-10
2283,2024-02-22
2286,2024-01-19
2290,2024-02-27
2295,2024-02-18
2304,2024-01-10
2317,2024-01-22
2321,2024-01-30
2323,2024-02-06
2331,2024-02-17
2353,2024-01-26
2359,2024-02-21
2366,2024-02-03
2379,2024-01-24
2400,2024-01-25
2412,2024-01-16
2418,2024-01-14
2431,2024-02-07
2435,2024-01-14
2436,2024-02-07
2455,2024-01-21
2464,2024-01-14
2470,2024-03-02
2485,2024-02-13
2504,2024-01-17
2505,2024-02-05
2512,2024-03-04
2515,2024-02-05
2528,2024-02-05
2529,2024-02-28
2530,2024-01-30
2531,2024-03-06
2547,2024-02-23
2562,2024-02-14
2577,2024-02-04
2637,2024-02-09
2639,2024-01-09
2641,2024-01-18
2644,2024-02-09
2657,2024-01-20
2671,2024-02-17
2676,2024-01-28
2696,2024-02-17
2698,2024-01-30
2704,2024-02-02
2719,2024-02-22
2720,2024-03-09
2748,2024-01-20
2750,2024-02-13
2780,2024-02-27
2806,2024-03-03
2843,2024-01-17
2858,2024-02-27
2880,2024-02-12
2887,2024-03-14
2900,2024-01-22
2911,2024-03-06
2925,2024-01-23
2933,2024-03-05
2934,2024-01-26
2943,2024-02-12
2960,2024-02-28
2962,2024-01-11
2969,2024-02-11
2977,2024-01-13
2985,2024-01-27
3004,2024-01-22
3007,2024-02-27
3017,2024-02-23
3021,2024-02-24
3039,2024-03-02
3047,2024-02-11
3049,2024-02-17
3061,2024-03-02
3066,2024-01-17
3070,2024-01-02
3073,2024-02-09
3085,2024-02-07
3123,2024-02-22
3139,2024-02-17
3141,2024-01-26
3163,2024-01-12
3178,2024-02-15
3180,2024-01-17
3183,2024-01-29
3195,2024-03-16
3217,2024-01-29
3218,2024-01-05
3250,2024-02-12
3260,2024-01-17
3279,2024-02-20
3313,2024-02-20
3322,2024-02-23
3339,2024-01-17
3340,2024-02-25
3347,2024-01-25
3350,2024-03-03
3352,2024-02-27
3353,2024-01-07
3356,2024-01-20
3369,2024-02-10
3379,2024-01-18
3399,2024-01-17
3402,2024-01-22
3413,2024-01-30
3416,2024-01-16
3424,2024-01-20
3444,2024-01-21
3453,2024-02-10
3454,2024-01-17
3459,2024-01-13
3460,2024-03-01
3462,2024-02-16
3487,2024-03-01
3500,2024-01-11
3509,2024-01-24
3514,2024-02-13
3555,2024-02-06
3558,2024-02-29
3559,2024-02-24
3583,2024-01-31
3591,2024-01-12
3595,2024-01-24
3596,2024-02-13
3601,2024-02-19
3628,2024-03-03
3650,2024-02-03
3652,2024-02-26
3658,2024-02-11
3685,2024-01-24
3700,2024-02-19
3702,2024-02-10
3703,2024-02-22
3705,2024-01-28
3706,2024-02-09
3713,2024-01-06
3752,2024-01-23
3753,2024-01-18
3757,2024-03-01
3758,2024-02-16
3777,2024-01-29
3778,2024-01-18
3794,2024-02-29
3795,2024-03-12
3800,2024-02-05
3830,2024-01-31
3833,2024-02-01
3884,2024-02-22
3888,2024-03-10
3898,2024-01-28
3917,2024-02-26
3921,2024-03-08
3923,2024-03-03
3939,2024-01-11
3946,2024-01-19
3956,2024-03-14
3966,2024-01-21
3978,2024-02-08
3982,2024-02-08
3985,2024-03-07
3991,2024-03-08
4002,2024-02-13
4008,2024-03-01
4019,2024-01-12
4020,2024-02-19
4023,2024-03-01
4024,2024-02-25
4028,2024-02-18
4029,2024-01-29
4032,2024-02-23
4039,2024-02-01
4042,2024-02-05
4043,2024-02-25
4056,2024-02-09
4061,2024-03-09
4073,2024-02-18
4094,2024-02-26
4103,2024-01-24
4113,2024-02-17
4121,2024-01-06
4125,2024-02-29
4128,2024-01-15
4135,2024-01-30
4139,2024-03-04
4148,2024-01-18
4157,2024-02-26
4164,2024-01-06
4183,2024-01-25
4193,2024-02-26
4194,2024-01-16
4206,2024-02-22
4217,2024-01-16
4239,2024-03-06
4256,2024-02-10
4262,2024-02-18
4271,2024-01-22
4272,2024-01-29
4293,2024-02-08
4294,2024-02-09
4298,2024-01-05
4321,2024-01-22
4325,2024-01-20
4327,2024-02-27
4334,2024-01-23
4344,2024-01-16
4355,2024-03-04
4357,2024-02-23
4368,2024-01-24
4403,2024-01-16
4405,2024-01-15
4412,2024-01-17
4414,2024-02-03
4415,2024-03-03
4419,2024-01-17
4431,2024-02-09
4467,2024-02-18
4468,2024-02-13
4477,2024-02-03
4483,2024-02-01
4488,2024-02-28
4493,2024-02-17
4514,2024-02-09
4516,2024-02-19
4517,2024-02-28
4523,2024-01-24
4537,2024-01-28
4546,2024-01-14
4547,2024-02-06
4564,2024-02-06
4583,2024-02-15
4605,2024-01-22
4608,2024-02-18
4619,2024-01-31
4636,2024-02-21
4639,2024-03-05
4659,2024-01-11
4675,2024-02-24
4681,2024-01-15
4692,2024-02-09
4697,2024-01-14
4701,2024-02-24
4709,2024-02-17
4710,2024-02-23
4711,2024-01-11
4714,2024-02-02
4728,2024-01-30
4759,2024-02-17
4806,2024-01-17
4821,2024-02-20
4826,2024-02-18
4828,2024-02-08
4848,2024-01-29
4851,2024-02-05
4863,2024-02-10
4887,2024-01-26
4898,2024-02-18
4906,2024-02-17
4907,2024-03-10
4910,2024-03-11
4939,2024-02-21
4942,2024-01-13
4953,2024-02-26
4956,2024-01-19
4971,2024-03-08
4985,2024-01-26
5005,2024-01-25
5021,2024-02-21
5024,2024-01-28
5057,2024-02-23
5066,2024-02-22
5090,2024-03-10
5104,2024-02-17
5119,2024-01-18
5120,2024-01-13
5121,2024-03-22
5124,2024-02-15
5125,2024-02-26
5126,2024-03-08
5142,2024-02-20
5149,2024-01-05
5151,2024-01-13
5154,2024-01-24
5194,2024-01-22
5200,2024-02-13
5202,2024-02-22
5205,2024-02-13
5212,2024-03-12
5218,2024-01-22
5225,2024-03-03
5240,2024-02-19
5245,2024-01-24
5252,2024-02-26
5257,2024-02-29
5262,2024-02-05
5272,2024-03-05
5299,2024-02-22
5318,2024-02-12
5363,2024-01-16
5379,2024-01-19
5397,2024-02-08
5409,2024-01-16
5434,2024-02-21
5435,2024-03-07
5438,2024-02-17
5439,2024-02-18
5454,2024-02-23
5478,2024-02-28
5490,2024-01-31
5496,2024-02-01
5501,2024-02-09
5517,2024-02-28
5525,2024-01-15
5526,2024-02-12
5544,2024-02-26
5558,2024-01-11
5559,2024-03-04
5565,2024-02-22
5568,2024-02-08
5576,2024-01-20
5577,2024-01-24
5600,2024-01-14
5601,2024-03-02
5605,2024-01-24
5613,2024-02-13
5616,2024-02-04
5628,2024-01-23
5629,2024-01-20
5632,2024-01-31
5649,2024-01-22
5657,2024-01-21
5660,2024-02-11
5676,2024-01-28
5694,2024-03-05
5695,2024-02-13
5710,2024-02-03
5722,2024-02-12
5741,2024-02-13
5750,2024-02-22
5765,2024-02-09
5780,2024-02-01
5784,2024-02-11
5792,2024-01-17
5813,2024-02-18
5834,2024-02-18
5868,2024-02-24
5873,2024-03-09
5878,2024-01-24
5880,2024-02-11
5883,2024-02-03
5897,2024-02-03
5930,2024-02-07
5931,2024-02-08
5933,2024-02-23
5964,2024-02-14
5983,2024-02-15
5986,2024-03-05
5989,2024-03-02
5990,2024-01-27
5993,2024-02-19
6005,2024-01-14
6045,2024-02-26
6046,2024-03-12
6071,2024-03-16
6095,2024-01-07
6102,2024-02-01
6118,2024-02-18
6125,2024-01-15
6131,2024-02-05
6150,2024-02-15
6158,2024-01-22
6168,2024-02-17
6178,2024-02-25
6223,2024-03-01
6247,2024-01-20
6250,2024-02-09
6251,2024-03-04
6254,2024-01-05
6299,2024-01-18
6328,2024-03-09
6330,2024-03-11
6332,2024-01-27
6339,2024-01-28
6340,2024-03-04
6352,2024-01-19
6357,2024-01-20
6368,2024-02-13
6372,2024-03-04
6389,2024-01-20
6391,2024-02-25
6402,2024-02-02
6407,2024-02-12
6418,2024-03-12
6419,2024-03-08
6427,2024-01-10
6454,2024-01-31
6455,2024-01-30
6456,2024-03-08
6459,2024-01-27
6463,2024-02-18
6471,2024-01-26
6479,2024-01-18
6487,2024-01-16
6500,2024-02-16
6508,2024-02-29
6531,2024-03-04
6545,2024-02-26
6554,2024-02-26
6563,2024-01-23
6565,2024-02-10
6574,2024-02-15
6577,2024-02-03
6585,2024-02-24
6588,2024-03-01
6613,2024-02-13
6633,2024-01-16
6635,2024-01-27
6649,2024-03-01
6650,2024-01-28
6671,2024-02-23
6672,2024-03-03
6673,2024-01-14
6674,2024-02-26
6677,2024-02-13
6696,2024-01-18
6702,2024-03-01
6719,2024-02-04
6726,2024-02-27
6730,2024-02-20
6755,2024-01-19
6761,2024-01-19
6762,2024-02-17
6787,2024-02-12
6788,2024-01-11
6790,2024-02-19
6802,2024-01-24
6821,2024-01-26
6823,2024-01-20
6834,2024-01-19
6836,2024-01-31
6838,2024-02-19
6842,2024-01-31
6855,2024-01-22
6857,2024-01-26
6866,2024-01-29
6879,2024-02-01
6892,2024-01-04
6896,2024-01-04
6899,2024-01-15
6907,2024-01-11
6933,2024-01-03
6943,2024-03-04
6956,2024-02-10
6960,2024-02-20
6974,2024-02-17
6979,2024-02-23
6982,2024-01-14
6990,2024-02-15
6997,2024-02-04
7011,2024-03-10
7026,2024-01-16
7031,2024-01-14
7050,2024-02-14
7065,2024-02-15
7084,2024-02-21
7095,2024-01-19
7100,2024-02-04
7104,2024-03-06
7111,2024-03-07
7119,2024-03-01
7128,2024-02-22
7158,2024-01-31
7173,2024-01-19
7185,2024-01-17
7208,2024-01-28
7225,2024-02-29
7227,2024-02-24
7255,2024-03-02
7272,2024-02-13
7304,2024-02-16
7305,2024-02-16
7308,2024-02-28
7320,2024-01-28
7325,2024-01-21
7326,2024-02-29
7338,2024-02-10
7347,2024-02-29
7353,2024-02-07
7370,2024-01-07
7375,2024-01-24
7382,2024-02-23
7386,2024-01-24
7402,2024-02-26
7404,2024-02-15
7427,2024-01-16
7428,2024-03-03
7430,2024-02-10
7432,2024-02-05
7433,2024-01-21
7441,2024-02-11
7451,2024-01-16
7464,2024-02-15
7465,2024-01-14
7478,2024-03-04
7481,2024-02-23
7489,2024-03-06
7498,2024-02-21
7501,2024-01-21
7531,2024-02-11
7549,2024-02-04
7557,2024-01-05
7558,2024-03-02
7564,2024-01-23
7615,2024-02-28
7616,2024-02-05
7618,2024-02-25
7655,2024-01-15
7707,2024-01-18
7714,2024-01-26
7726,2024-03-21
7733,2024-01-21
7755,2024-02-05
7768,2024-02-21
7772,2024-02-16
7787,2024-03-07
7801,2024-02-02
7822,2024-02-24
7833,2024-01-17
7856,2024-01-29
7880,2024-02-04
7888,2024-03-01
7897,2024-02-21
7898,2024-02-20
7899,2024-02-03
7915,2024-01-30
7927,2024-03-02
7935,2024-02-12
7939,2024-02-28
7943,2024-03-03
7954,2024-02-29
7963,2024-03-02
7981,2024-01-13
8019,2024-01-10
8027,2024-03-06
8028,2024-02-28
8030,2024-03-10
8032,2024-03-10
8042,2024-02-07
8101,2024-02-02
8112,2024-02-01
8131,2024-02-27
8150,2024-03-13
8152,2024-03-03
8174,2024-03-04
8180,2024-01-12
8182,2024-01-06
8205,2024-02-13
8209,2024-01-30
8221,2024-02-10
8228,2024-01-18
8238,2024-01-27
8245,2024-02-16
8250,2024-01-28
8274,2024-02-05
8276,2024-01-29
8287,2024-01-17
8294,2024-02-02
8296,2024-01-27
8298,2024-01-12
8305,2024-01-24
8331,2024-02-03
8334,2024-01-30
8344,2024-01-23
8348,2024-02-23
8368,2024-01-30
8371,2024-01-18
8384,2024-02-18
8404,2024-02-22
8405,2024-03-04
8409,2024-03-07
8417,2024-01-12
8424,2024-02-09
8434,2024-01-29
8443,2024-02-16
8454,2024-02-27
8513,2024-01-18
8520,2024-02-24
8522,2024-03-02
8540,2024-02-25
8545,2024-02-12
8547,2024-02-13
8560,2024-01-16
8578,2024-03-11
8592,2024-01-29
8599,2024-01-10
8617,2024-02-14
8623,2024-01-20
8640,2024-03-04
8655,2024-02-23
8669,2024-02-14
8696,2024-02-27
8715,2024-01-17
8725,2024-02-18
8729,2024-03-11
8748,2024-03-02
8786,2024-03-07
8799,2024-01-21
8813,2024-02-29
8814,2024-02-08
8833,2024-03-01
8839,2024-02-14
8840,2024-01-31
8845,2024-03-02
8851,2024-01-22
8854,2024-02-12
8861,2024-02-29
8875,2024-03-02
8894,2024-03-07
8911,2024-01-28
8938,2024-03-05
8948,2024-01-16
8951,2024-02-27
8961,2024-02-24
8984,2024-02-29
8988,2024-02-13
9006,2024-01-14
9009,2024-01-18
9015,2024-02-13
9020,2024-02-10
9026,2024-01-11
9036,2024-03-02
9060,2024-01-26
9079,2024-01-21
9112,2024-01-21
9113,2024-02-26
9146,2024-01-12
9147,2024-02-17
9152,2024-02-05
9155,2024-02-09
9185,2024-03-02
9198,2024-02-20
9226,2024-02-02
9242,2024-02-26
9244,2024-01-21
9251,2024-02-20
9255,2024-02-19
9269,2024-01-25
9280,2024-01-31
9283,2024-01-26
9298,2024-02-19
9300,2024-02-25
9301,2024-02-15
9310,2024-02-08
9315,2024-02-08
9322,2024-01-27
9323,2024-02-24
9332,2024-02-11
9333,2024-02-06
9338,2024-01-13
9348,2024-02-09
9355,2024-01-13
9359,2024-02-07
9361,2024-02-14
9374,2024-03-11
9378,2024-03-10
9382,2024-01-23
9390,2024-02-07
9395,2024-01-07
9405,2024-01-16
9411,2024-02-23
9416,2024-01-30
9432,2024-03-02
9435,2024-02-14
9437,2024-01-20
9457,2024-02-09
9467,2024-02-10
9469,2024-02-09
9473,2024-02-24
9476,2024-01-23
9487,2024-02-28
9493,2024-01-13
9505,2024-01-09
9509,2024-02-08
9513,2024-01-08
9532,2024-02-09
9534,2024-03-03
9547,2024-03-06
9548,2024-01-08
9557,2024-01-09
9559,2024-03-03
9572,2024-02-15
9622,2024-01-31
9625,2024-03-03
9637,2024-03-09
9646,2024-02-28
9657,2024-02-27
9668,2024-02-28
9688,2024-02-03
9715,2024-02-08
9717,2024-03-04
9719,2024-01-11
9722,2024-03-03
9732,2024-02-22
9749,2024-02-01
9755,2024-02-29
9782,2024-02-04
9796,2024-01-16
9798,2024-02-02
9802,2024-01-31
9805,2024-02-06
9811,2024-01-24
9818,2024-01-26
9823,2024-03-14
9829,2024-02-17
9830,2024-01-27
9841,2024-02-11
9860,2024-02-11
9862,2024-02-14
9866,2024-01-19
9885,2024-03-03
9902,2024-02-12
9951,2024-02-28
9952,2024-01-19
9962,2024-02-14
9976,2024-01-25
9979,2024-02-17
