user_id,signup_date,activated,paid
198,2024-01-19,False,False
199,2024-01-03,True,True
200,2024-02-18,True,False
201,2024-02-21,False,False
202,2024-02-05,True,False
203,2024-02-12,True,False
204,2024-02-25,True,False
205,2024-02-11,True,False
206,2024-03-01,True,False
207,2024-01-24,True,False
208,2024-02-01,True,True
209,2024-01-31,False,False
210,2024-02-01,True,False
211,2024-01-31,True,False
212,2024-02-09,True,False
213,2024-01-11,True,True
214,2024-02-05,True,False
215,2024-02-14,False,False
216,2024-01-20,True,False
217,2024-01-29,False,False
218,2024-01-21,True,False
219,2024-02-03,True,False
220,2024-01-14,False,False
221,2024-02-29,True,False
222,2024-02-09,True,True
223,2024-01-18,True,False
224,2024-01-24,False,False
225,2024-01-30,True,True
226,2024-02-04,False,False
227,2024-02-02,True,False
228,2024-02-27,True,False
229,2024-02-12,True,False
230,2024-01-17,True,False
231,2024-01-22,True,False
232,2024-01-14,True,False
233,2024-01-04,True,False
234,2024-01-29,True,False
235,2024-02-03,True,True
236,2024-01-25,True,False
237,2024-02-23,True,False
238,2024-02-03,True,False
239,2024-02-24,False,False
240,2024-02-18,True,False
241,2024-01-29,True,False
242,2024-01-29,False,False
243,2024-01-15,True,False
244,2024-02-08,False,False
245,2024-01-19,True,True
246,2024-01-04,True,False
247,2024-02-06,True,False
248,2024-01-01,True,True
249,2024-01-03,True,False
250,2024-02-02,True,False
251,2024-01-14,True,False
252,2024-02-13,True,False
253,2024-01-19,True,False
254,2024-01-31,True,False
255,2024-01-19,True,False
256,2024-02-13,True,False
257,2024-01-23,True,False
258,2024-01-29,True,True
259,2024-02-18,False,False
260,2024-02-08,True,True
261,2024-02-22,True,False
262,2024-01-21,True,False
263,2024-02-15,True,False
264,2024-02-07,True,True
265,2024-03-01,True,False
266,2024-01-30,False,False
267,2024-01-31,True,False
268,2024-01-03,True,False
269,2024-01-24,False,False
270,2024-02-13,True,False
271,2024-01-28,True,False
272,2024-02-17,True,False
273,2024-02-24,False,False
274,2024-02-20,True,False
275,2024-02-19,True,False
276,2024-01-10,True,False
277,2024-01-28,True,False
278,2024-01-21,True,False
279,2024-02-28,True,False
280,2024-02-26,True,False
281,2024-01-25,True,False
282,2024-02-17,True,False
283,2024-01-07,True,False
284,2024-02-23,True,False
285,2024-03-01,True,False
286,2024-01-30,True,False
287,2024-02-02,True,False
288,2024-01-25,False,False
289,2024-02-27,False,False
290,2024-02-19,True,False
291,2024-02-23,True,False
292,2024-02-24,True,False
293,2024-02-06,True,False
294,2024-02-24,True,False
295,2024-01-22,True,True
296,2024-02-18,True,False
297,2024-01-26,True,False
298,2024-02-06,True,False
299,2024-02-10,True,False
300,2024-02-27,True,False
301,2024-01-25,True,False
302,2024-01-11,True,False
303,2024-01-23,True,False
304,2024-01-18,True,False
305,2024-02-02,True,False
306,2024-02-29,True,False
307,2024-02-29,True,True
308,2024-01-02,True,True
309,2024-01-11,True,False
310,2024-02-19,True,False
311,2024-01-03,False,False
312,2024-02-14,True,True
313,2024-02-01,False,False
314,2024-02-18,True,False
315,2024-01-21,True,False
316,2024-01-02,True,False
317,2024-02-17,False,False
318,2024-01-28,False,False
319,2024-02-13,False,False
320,2024-02-06,True,False
321,2024-02-20,True,False
322,2024-02-09,True,False
323,2024-01-12,False,False
324,2024-01-16,True,False
325,2024-01-29,True,False
326,2024-01-26,True,False
327,2024-01-04,True,True
328,2024-01-13,True,False
329,2024-01-29,True,False
330,2024-02-26,True,False
331,2024-01-06,True,True
332,2024-02-17,True,False
333,2024-02-28,False,False
334,2024-01-21,True,False
335,2024-02-27,True,False
336,2024-01-02,True,True
337,2024-01-20,True,False
338,2024-01-06,True,True
339,2024-02-01,True,False
340,2024-01-29,False,False
341,2024-01-03,False,False
342,2024-01-07,True,False
343,2024-01-11,True,False
344,2024-01-18,True,False
345,2024-02-22,False,False
346,2024-02-12,True,False
347,2024-02-23,True,False
348,2024-02-09,True,False
349,2024-02-03,True,False
350,2024-02-28,True,False
351,2024-01-10,True,False
352,2024-02-02,True,False
353,2024-01-03,False,False
354,2024-02-05,True,False
355,2024-01-31,True,False
356,2024-02-19,True,False
357,2024-02-22,True,False
358,2024-01-11,False,False
359,2024-01-13,True,False
360,2024-03-01,True,False
361,2024-01-06,True,False
362,2024-02-12,False,False
363,2024-01-10,False,False
364,2024-01-14,True,False
365,2024-01-23,False,False
366,2024-02-13,True,False
367,2024-02-29,True,True
368,2024-02-01,True,False
369,2024-01-31,True,False
370,2024-01-06,True,False
371,2024-01-02,True,True
372,2024-01-08,True,False
373,2024-02-11,True,False
374,2024-01-11,True,True
375,2024-02-08,True,False
376,2024-01-01,True,False
377,2024-02-28,True,False
378,2024-01-15,True,False
379,2024-01-01,True,False
380,2024-02-18,False,False
381,2024-01-15,True,True
382,2024-02-19,True,False
383,2024-02-05,True,False
384,2024-02-23,False,False
385,2024-01-13,True,False
386,2024-01-21,True,False
387,2024-01-27,True,False
388,2024-01-22,True,False
389,2024-01-14,True,False
390,2024-01-26,True,False
391,2024-01-15,False,False
392,2024-03-01,True,False
393,2024-01-23,True,True
394,2024-02-18,True,False
395,2024-02-20,False,False
396,2024-02-08,True,True
397,2024-01-14,True,False
398,2024-03-01,True,False
399,2024-01-14,False,False
400,2024-01-19,True,False
401,2024-01-29,True,False
402,2024-02-08,True,False
403,2024-01-30,True,False
404,2024-01-06,False,False
405,2024-02-22,True,False
406,2024-02-12,True,False
407,2024-02-24,True,False
408,2024-02-14,True,False
409,2024-01-12,True,False
410,2024-01-19,True,False
411,2024-02-19,True,False
412,2024-01-16,True,False
413,2024-01-21,False,False
414,2024-01-20,True,False
415,2024-01-07,True,False
416,2024-02-28,True,False
417,2024-01-30,True,True
418,2024-02-05,True,False
419,2024-01-29,True,False
420,2024-02-15,True,False
421,2024-02-28,False,False
422,2024-02-10,True,False
423,2024-01-31,True,False
424,2024-01-18,True,False
425,2024-02-13,False,False
426,2024-01-30,True,False
427,2024-02-18,True,True
428,2024-02-05,False,False
429,2024-01-08,False,False
430,2024-01-18,True,False
431,2024-01-21,False,False
432,2024-02-11,False,False
433,2024-01-23,True,False
434,2024-02-21,True,True
435,2024-01-10,True,False
436,2024-02-07,True,False
437,2024-02-29,True,False
438,2024-02-11,True,False
439,2024-01-02,True,False
440,2024-02-05,False,False
441,2024-02-15,True,False
442,2024-02-04,False,False
443,2024-02-06,False,False
444,2024-01-20,False,False
445,2024-02-08,False,False
446,2024-02-26,True,False
447,2024-01-01,True,False
448,2024-02-26,True,True
449,2024-02-08,True,False
450,2024-02-12,True,False
451,2024-01-19,True,True
452,2024-01-23,True,False
453,2024-02-21,True,False
454,2024-02-15,True,False
455,2024-01-22,True,False
456,2024-01-22,True,False
457,2024-02-13,True,False
458,2024-02-06,True,False
459,2024-01-02,True,False
460,2024-01-01,True,True
461,2024-01-25,True,False
462,2024-02-20,True,False
463,2024-01-28,True,False
464,2024-02-13,True,False
465,2024-02-16,True,False
466,2024-02-19,True,False
467,2024-01-18,True,False
468,2024-01-06,True,False
469,2024-01-23,True,False
470,2024-02-21,True,False
471,2024-01-31,False,False
472,2024-01-06,True,True
473,2024-01-31,True,False
474,2024-01-09,True,True
475,2024-01-23,False,False
476,2024-02-11,True,False
477,2024-02-17,True,False
478,2024-02-05,True,False
479,2024-02-26,True,False
480,2024-03-01,True,False
481,2024-02-10,True,False
482,2024-01-13,True,False
483,2024-02-18,True,False
484,2024-01-06,True,False
485,2024-01-13,True,False
486,2024-02-23,False,False
487,2024-02-29,True,True
488,2024-02-29,False,False
489,2024-02-09,True,False
490,2024-02-04,True,True
491,2024-02-14,True,False
492,2024-01-18,True,True
493,2024-01-16,True,False
494,2024-01-22,True,False
495,2024-02-08,True,False
496,2024-01-27,True,False
497,2024-01-14,True,True
498,2024-01-13,True,False
499,2024-02-10,True,False
500,2024-02-07,False,False
501,2024-01-10,True,False
502,2024-01-29,True,False
503,2024-01-13,True,False
504,2024-01-19,False,False
505,2024-02-20,True,False
506,2024-01-04,True,True
507,2024-02-04,True,False
508,2024-02-04,True,False
509,2024-02-26,True,False
510,2024-01-17,True,False
511,2024-01-06,True,True
512,2024-02-21,False,False
513,2024-01-10,True,False
514,2024-01-16,True,False
515,2024-01-18,True,False
516,2024-02-19,True,False
517,2024-01-30,True,False
518,2024-01-25,False,True
519,2024-02-05,True,False
520,2024-02-02,True,False
521,2024-01-05,True,False
522,2024-02-17,False,False
523,2024-02-02,True,False
524,2024-01-27,True,False
525,2024-01-22,False,False
526,2024-01-03,False,False
527,2024-01-14,True,False
528,2024-02-28,True,False
529,2024-01-12,True,False
530,2024-01-02,True,False
531,2024-02-23,True,False
532,2024-01-04,True,False
533,2024-02-11,True,False
534,2024-02-06,True,False
535,2024-02-19,False,False
536,2024-02-27,True,False
537,2024-01-08,True,False
538,2024-02-12,True,False
539,2024-01-28,False,False
540,2024-02-18,False,False
541,2024-02-12,True,False
542,2024-01-12,True,False
543,2024-01-27,False,False
544,2024-02-26,True,False
545,2024-01-29,False,False
546,2024-03-01,True,True
547,2024-02-12,True,False
548,2024-01-24,True,False
549,2024-01-11,False,False
550,2024-01-06,False,False
551,2024-01-07,True,True
552,2024-02-27,True,False
553,2024-01-31,True,False
554,2024-02-20,True,False
555,2024-02-02,True,False
556,2024-01-06,True,False
557,2024-02-20,True,False
558,2024-02-02,True,False
559,2024-01-29,False,False
560,2024-02-29,True,False
561,2024-01-19,True,False
562,2024-02-27,True,False
563,2024-01-04,True,False
564,2024-01-25,True,False
565,2024-02-23,True,True
566,2024-02-15,True,False
567,2024-01-11,True,False
568,2024-01-08,False,False
569,2024-01-29,True,False
570,2024-02-06,True,False
571,2024-02-08,True,False
572,2024-03-01,True,True
573,2024-01-06,True,False
574,2024-01-17,True,False
575,2024-01-11,False,False
576,2024-01-10,False,False
577,2024-02-14,True,False
578,2024-01-11,True,False
579,2024-01-21,True,False
580,2024-01-25,False,True
581,2024-01-04,True,False
582,2024-01-15,True,False
583,2024-02-20,False,False
584,2024-01-12,True,False
585,2024-01-21,True,False
586,2024-02-11,False,False
587,2024-02-01,True,True
588,2024-01-29,True,False
589,2024-01-01,True,False
590,2024-02-13,False,False
591,2024-01-07,False,False
592,2024-01-28,True,False
593,2024-02-26,True,False
594,2024-01-26,True,False
595,2024-01-10,True,False
596,2024-01-20,True,False
597,2024-02-29,True,False
598,2024-01-13,False,False
599,2024-01-04,True,False
600,2024-02-11,True,False
601,2024-02-19,True,False
602,2024-02-03,True,False
603,2024-01-06,True,False
604,2024-02-09,True,False
605,2024-01-06,True,False
606,2024-01-10,True,False
607,2024-01-29,True,True
608,2024-01-06,True,False
609,2024-02-06,True,False
610,2024-01-19,True,False
611,2024-02-17,True,False
612,2024-01-22,True,False
613,2024-02-10,True,False
614,2024-02-21,False,False
615,2024-01-17,True,False
616,2024-01-06,True,False
617,2024-02-19,True,False
618,2024-01-13,False,False
619,2024-01-29,False,False
620,2024-01-25,True,True
621,2024-01-16,False,False
622,2024-01-10,False,False
623,2024-02-11,True,False
624,2024-03-01,True,False
625,2024-01-06,True,False
626,2024-01-24,True,False
627,2024-01-25,True,False
628,2024-02-07,True,False
629,2024-01-04,True,False
630,2024-01-11,True,True
631,2024-01-24,True,False
632,2024-01-18,False,False
633,2024-02-03,True,False
634,2024-01-27,True,True
635,2024-03-01,True,False
636,2024-02-19,True,False
637,2024-01-27,True,False
638,2024-01-28,True,False
639,2024-01-27,True,False
640,2024-01-11,True,False
641,2024-01-10,True,False
642,2024-01-12,True,False
643,2024-02-23,True,False
644,2024-01-04,True,False
645,2024-01-02,True,False
646,2024-01-02,False,False
647,2024-01-30,True,False
648,2024-01-08,True,False
649,2024-02-15,True,False
650,2024-01-12,True,False
651,2024-02-29,True,False
652,2024-01-28,True,False
653,2024-02-13,True,False
654,2024-01-30,True,False
655,2024-02-12,True,False
656,2024-02-07,False,False
657,2024-01-30,True,False
658,2024-02-11,False,False
659,2024-02-14,False,False
660,2024-02-06,True,False
661,2024-01-09,True,False
662,2024-02-23,True,False
663,2024-01-08,False,False
664,2024-01-13,False,False
665,2024-02-06,True,False
666,2024-02-25,True,False
667,2024-03-01,True,False
668,2024-02-13,True,False
669,2024-02-23,True,True
670,2024-02-12,True,True
671,2024-02-18,True,False
672,2024-02-15,False,False
673,2024-02-11,False,False
674,2024-02-05,True,False
675,2024-02-05,True,False
676,2024-01-17,True,False
677,2024-02-07,True,True
678,2024-01-23,True,False
679,2024-01-15,True,False
680,2024-02-08,True,False
681,2024-01-09,False,False
682,2024-02-13,False,False
683,2024-02-24,True,False
684,2024-01-23,True,False
685,2024-02-14,True,False
686,2024-01-10,True,False
687,2024-02-15,True,False
688,2024-02-26,True,False
689,2024-02-22,False,False
690,2024-02-15,False,False
691,2024-01-31,True,True
692,2024-02-08,True,False
693,2024-02-10,True,False
694,2024-02-08,True,False
695,2024-01-02,False,False
696,2024-01-27,True,False
697,2024-01-10,False,False
698,2024-01-05,True,False
699,2024-01-04,True,False
700,2024-02-20,True,False
701,2024-01-28,True,False
702,2024-02-24,False,False
703,2024-01-01,True,True
704,2024-02-15,True,True
705,2024-02-18,False,False
706,2024-01-15,True,True
707,2024-01-14,False,False
708,2024-02-21,True,False
709,2024-01-07,True,False
710,2024-02-11,True,False
711,2024-01-23,False,False
712,2024-01-02,False,False
713,2024-01-03,True,False
714,2024-01-12,True,False
715,2024-01-30,True,False
716,2024-02-16,True,True
717,2024-01-17,True,False
718,2024-02-20,True,False
719,2024-01-11,True,False
720,2024-01-20,True,False
721,2024-02-18,True,False
722,2024-01-02,False,False
723,2024-02-22,True,False
724,2024-02-06,True,False
725,2024-02-28,True,True
726,2024-02-06,True,False
727,2024-01-07,True,False
728,2024-02-15,False,False
729,2024-02-07,False,False
730,2024-01-07,True,False
731,2024-01-26,True,False
732,2024-02-19,False,False
733,2024-02-26,True,False
734,2024-02-27,True,False
735,2024-02-16,True,False
736,2024-01-05,True,False
737,2024-01-07,False,False
738,2024-02-23,True,False
739,2024-01-10,True,False
740,2024-01-29,True,False
741,2024-01-07,True,False
742,2024-01-25,True,False
743,2024-02-24,True,False
744,2024-02-09,True,False
745,2024-02-16,True,False
746,2024-02-03,True,False
747,2024-02-06,False,False
748,2024-02-02,True,False
749,2024-01-07,True,False
750,2024-02-14,True,False
751,2024-01-08,True,False
752,2024-02-08,False,False
753,2024-01-22,True,False
754,2024-02-05,True,True
755,2024-02-15,False,False
756,2024-01-30,True,False
757,2024-03-01,True,False
758,2024-02-03,True,False
759,2024-01-21,True,False
760,2024-02-02,True,True
761,2024-01-04,True,True
762,2024-01-04,True,False
763,2024-01-07,True,False
764,2024-02-29,True,False
765,2024-02-02,True,False
766,2024-01-03,True,False
767,2024-01-26,False,False
768,2024-01-12,True,False
769,2024-01-11,True,True
770,2024-01-23,True,False
771,2024-01-13,True,False
772,2024-02-14,True,False
773,2024-02-06,True,True
774,2024-02-01,True,False
775,2024-02-28,False,False
776,2024-02-18,True,True
777,2024-02-14,True,False
778,2024-02-05,True,False
779,2024-01-19,True,False
780,2024-01-24,True,False
781,2024-01-28,True,True
782,2024-01-06,True,False
783,2024-02-19,True,False
784,2024-02-29,True,False
785,2024-01-09,True,False
786,2024-02-28,False,False
787,2024-02-09,True,False
788,2024-01-27,True,False
789,2024-01-04,True,False
790,2024-01-30,True,False
791,2024-01-13,True,False
792,2024-02-19,True,False
793,2024-02-26,True,False
794,2024-02-07,True,False
795,2024-01-30,True,False
796,2024-02-11,True,True
797,2024-02-01,True,False
798,2024-01-31,False,False
799,2024-02-09,True,False
800,2024-01-16,True,True
801,2024-02-22,True,False
802,2024-02-08,False,False
803,2024-02-04,True,True
804,2024-02-23,True,False
805,2024-01-18,False,False
806,2024-01-18,True,False
807,2024-01-22,True,False
808,2024-02-04,True,False
809,2024-02-24,True,False
810,2024-02-21,True,False
811,2024-01-17,True,False
812,2024-01-01,False,False
813,2024-01-03,True,False
814,2024-01-01,True,False
815,2024-01-11,True,False
816,2024-02-08,True,False
817,2024-01-06,True,False
818,2024-02-23,False,False
819,2024-01-26,True,False
820,2024-01-02,True,False
821,2024-01-14,True,False
822,2024-02-10,False,False
823,2024-01-31,False,False
824,2024-01-27,True,False
825,2024-01-19,True,False
826,2024-02-06,True,False
827,2024-02-26,True,False
828,2024-02-23,True,False
829,2024-01-28,False,False
830,2024-01-05,True,False
831,2024-02-17,True,False
832,2024-02-23,True,False
833,2024-01-11,True,False
834,2024-01-23,True,False
835,2024-01-06,True,False
836,2024-02-20,True,False
837,2024-01-05,True,False
838,2024-01-01,True,True
839,2024-02-20,True,False
840,2024-01-23,False,False
841,2024-02-20,True,False
842,2024-02-02,False,False
843,2024-03-01,False,False
844,2024-01-27,False,False
845,2024-02-11,False,False
846,2024-02-17,True,False
847,2024-01-02,True,False
848,2024-02-07,False,False
849,2024-01-21,True,False
850,2024-02-25,True,False
851,2024-02-07,False,False
852,2024-02-03,True,True
853,2024-02-03,False,False
854,2024-02-01,True,False
855,2024-02-23,True,False
856,2024-02-10,True,False
857,2024-01-04,True,False
858,2024-02-14,False,False
859,2024-01-16,False,False
860,2024-01-26,True,False
861,2024-01-29,True,False
862,2024-01-23,False,False
863,2024-01-30,True,False
864,2024-01-12,True,False
865,2024-01-07,True,False
866,2024-02-06,True,False
867,2024-01-27,False,False
868,2024-02-01,False,False
869,2024-01-04,True,False
870,2024-01-31,True,False
871,2024-02-15,False,False
872,2024-02-08,False,False
873,2024-01-23,True,False
874,2024-01-18,True,False
875,2024-01-12,True,False
876,2024-02-25,True,False
877,2024-01-25,True,False
878,2024-02-25,True,False
879,2024-02-25,True,True
880,2024-02-07,True,False
881,2024-02-09,True,False
882,2024-02-02,True,False
883,2024-02-04,True,False
884,2024-02-29,True,False
885,2024-02-23,True,False
886,2024-01-01,True,False
887,2024-01-01,True,False
888,2024-02-08,True,False
889,2024-02-14,True,False
890,2024-01-15,True,False
891,2024-02-27,True,False
892,2024-01-22,True,False
893,2024-01-01,True,False
894,2024-01-12,True,False
895,2024-02-13,True,True
896,2024-01-29,True,False
897,2024-01-17,True,False
898,2024-02-05,True,False
899,2024-01-11,True,True
900,2024-01-04,False,False
901,2024-01-05,True,False
902,2024-01-11,True,True
903,2024-01-08,True,True
904,2024-02-24,True,False
905,2024-02-04,False,False
906,2024-01-22,True,False
907,2024-01-14,True,False
908,2024-03-01,True,False
909,2024-01-03,True,False
910,2024-01-10,True,False
911,2024-01-31,True,False
912,2024-02-11,True,False
913,2024-02-22,True,False
914,2024-01-18,True,False
915,2024-01-22,True,False
916,2024-01-04,False,False
917,2024-01-08,True,False
918,2024-01-27,True,True
919,2024-01-01,True,False
920,2024-01-08,True,False
921,2024-01-03,True,False
922,2024-01-02,True,False
923,2024-02-11,True,False
924,2024-01-10,True,False
925,2024-01-07,True,False
926,2024-02-08,True,False
927,2024-01-04,False,False
928,2024-01-09,False,False
929,2024-01-29,True,False
930,2024-02-03,True,True
931,2024-01-15,False,False
932,2024-02-06,False,False
933,2024-02-07,True,False
934,2024-02-15,True,False
935,2024-02-05,False,False
936,2024-01-07,True,False
937,2024-02-26,True,True
938,2024-01-11,False,False
939,2024-01-06,True,False
940,2024-01-18,False,False
941,2024-02-06,True,False
942,2024-03-01,False,False
943,2024-02-18,True,False
944,2024-02-04,True,False
945,2024-01-25,True,False
946,2024-02-07,True,False
947,2024-02-16,True,False
948,2024-02-10,True,True
949,2024-02-07,False,False
950,2024-01-11,True,False
951,2024-02-13,True,False
952,2024-02-07,False,False
953,2024-02-16,False,False
954,2024-01-22,False,False
955,2024-01-25,True,False
956,2024-01-16,False,False
957,2024-02-08,True,False
958,2024-02-18,True,False
959,2024-02-03,True,False
960,2024-01-28,False,False
961,2024-02-11,True,False
962,2024-01-11,False,False
963,2024-02-27,False,False
964,2024-02-27,False,False
965,2024-01-10,True,True
966,2024-02-27,True,False
967,2024-02-17,True,False
968,2024-01-19,True,False
969,2024-01-27,True,False
970,2024-01-13,True,False
971,2024-01-15,True,False
972,2024-01-24,True,True
973,2024-01-10,False,False
974,2024-01-25,False,False
975,2024-01-05,True,False
976,2024-02-26,True,True
977,2024-01-05,True,False
978,2024-01-25,True,False
979,2024-02-23,True,False
980,2024-02-24,True,False
981,2024-01-09,True,True
982,2024-03-01,True,False
983,2024-02-24,True,False
984,2024-01-26,False,False
985,2024-01-04,False,False
986,2024-02-05,True,False
987,2024-02-24,True,False
988,2024-02-10,False,False
989,2024-01-05,True,False
990,2024-01-19,True,False
991,2024-02-15,True,False
992,2024-01-15,True,False
993,2024-02-27,True,False
994,2024-02-04,True,True
995,2024-01-04,True,True
996,2024-02-13,False,False
997,2024-01-06,True,False
998,2024-02-16,True,False
999,2024-01-19,True,False
1000,2024-02-28,True,True
1001,2024-02-19,True,True
1002,2024-01-31,True,False
1003,2024-02-05,True,False
1004,2024-01-11,True,True
1005,2024-01-18,True,True
1006,2024-01-29,True,False
1007,2024-02-10,False,False
1008,2024-02-04,False,False
1009,2024-03-01,True,False
1010,2024-01-15,True,False
1011,2024-01-18,True,False
1012,2024-02-22,True,False
1013,2024-02-04,True,False
1014,2024-01-10,True,False
1015,2024-02-05,False,False
1016,2024-02-09,False,False
1017,2024-02-29,True,False
1018,2024-02-09,True,False
1019,2024-01-29,False,False
1020,2024-02-16,True,False
1021,2024-01-18,True,False
1022,2024-02-07,True,False
1023,2024-01-12,True,False
1024,2024-01-10,True,False
1025,2024-02-27,True,True
1026,2024-02-23,True,False
1027,2024-02-06,True,False
1028,2024-02-29,True,False
1029,2024-02-05,True,False
1030,2024-01-01,True,False
1031,2024-02-02,True,False
1032,2024-02-17,True,False
1033,2024-02-22,True,False
1034,2024-02-14,False,False
1035,2024-02-10,True,False
1036,2024-01-23,True,False
1037,2024-02-12,False,False
1038,2024-01-22,True,True
1039,2024-02-19,True,False
1040,2024-02-07,True,False
1041,2024-01-16,True,False
1042,2024-01-08,True,False
1043,2024-02-05,True,True
1044,2024-01-24,True,False
1045,2024-01-08,True,False
1046,2024-02-19,True,False
1047,2024-02-24,True,False
1048,2024-01-11,True,True
1049,2024-02-26,True,False
1050,2024-02-11,False,False
1051,2024-01-07,True,False
1052,2024-01-30,True,False
1053,2024-02-15,False,False
1054,2024-02-25,True,False
1055,2024-01-20,True,False
1056,2024-02-09,True,False
1057,2024-01-23,True,True
1058,2024-02-08,False,False
1059,2024-02-27,True,True
1060,2024-01-22,False,False
1061,2024-02-16,False,False
1062,2024-01-19,True,False
1063,2024-01-20,True,False
1064,2024-01-28,False,False
1065,2024-01-31,True,False
1066,2024-01-28,True,False
1067,2024-02-06,True,False
1068,2024-01-11,True,False
1069,2024-02-05,True,False
