user_id,payment_date,amount
367,2024-05-05,10.0
367,2024-06-04,10.0
367,2024-07-04,10.0
371,2024-01-13,10.0
371,2024-02-12,10.0
371,2024-03-13,10.0
374,2024-01-20,10.0
381,2024-01-31,10.0
393,2024-01-26,10.0
393,2024-02-25,10.0
393,2024-03-26,10.0
393,2024-04-25,10.0
393,2024-05-25,10.0
393,2024-06-24,10.0
396,2024-02-18,10.0
396,2024-03-19,10.0
417,2024-02-06,10.0
417,2024-03-07,10.0
417,2024-04-06,10.0
427,2024-02-23,10.0
427,2024-03-24,10.0
427,2024-04-23,10.0
427,2024-05-23,10.0
427,2024-06-22,10.0
434,2024-02-26,10.0
434,2024-03-27,10.0
448,2024-03-09,10.0
448,2024-04-08,10.0
448,2024-05-08,10.0
451,2024-01-22,10.0
451,2024-02-21,10.0
451,2024-03-22,10.0
451,2024-04-21,10.0
460,2024-01-07,10.0
472,2024-01-16,10.0
472,2024-02-15,10.0
474,2024-01-16,10.0
474,2024-02-15,10.0
474,2024-03-16,10.0
487,2024-03-05,10.0
487,2024-04-04,10.0
487,2024-05-04,10.0
487,2024-06-03,10.0
487,2024-07-03,10.0
487,2024-08-02,10.0
490,2024-02-17,10.0
490,2024-03-18,10.0
492,2024-01-19,10.0
492,2024-02-18,10.0
492,2024-03-19,10.0
492,2024-04-18,10.0
497,2024-01-19,10.0
497,2024-02-18,10.0
497,2024-03-19,10.0
497,2024-04-18,10.0
506,2024-01-06,10.0
511,2024-01-11,10.0
511,2024-02-10,10.0
518,2024-02-14,10.0
518,2024-03-15,10.0
546,2024-03-03,10.0
546,2024-04-02,10.0
546,2024-05-02,10.0
546,2024-06-01,10.0
546,2024-07-01,10.0
551,2024-01-10,10.0
551,2024-02-09,10.0
551,2024-03-10,10.0
551,2024-04-09,10.0
551,2024-05-09,10.0
565,2024-03-03,10.0
565,2024-04-02,10.0
565,2024-05-02,10.0
572,2024-03-09,10.0
572,2024-04-08,10.0
572,2024-05-08,10.0
580,2024-02-16,10.0
587,2024-02-04,10.0
587,2024-03-05,10.0
587,2024-04-04,10.0
587,2024-05-04,10.0
607,2024-02-05,10.0
607,2024-03-06,10.0
607,2024-04-05,10.0
607,2024-05-05,10.0
607,2024-06-04,10.0
620,2024-02-05,10.0
620,2024-03-06,10.0
620,2024-04-05,10.0
630,2024-01-12,10.0
630,2024-02-11,10.0
634,2024-02-02,10.0
634,2024-03-03,10.0
634,2024-04-02,10.0
669,2024-03-02,10.0
669,2024-04-01,10.0
670,2024-02-24,10.0
670,2024-03-25,10.0
670,2024-04-24,10.0
677,2024-02-18,10.0
691,2024-02-03,10.0
703,2024-01-05,10.0
703,2024-02-04,10.0
703,2024-03-05,10.0
703,2024-04-04,10.0
704,2024-02-24,10.0
706,2024-01-20,10.0
706,2024-02-19,10.0
706,2024-03-20,10.0
716,2024-03-01,10.0
716,2024-03-31,10.0
716,2024-04-30,10.0
725,2024-03-04,10.0
725,2024-04-03,10.0
725,2024-05-03,10.0
725,2024-06-02,10.0
725,2024-07-02,10.0
754,2024-02-12,10.0
754,2024-03-13,10.0
754,2024-04-12,10.0
760,2024-02-12,10.0
760,2024-03-13,10.0
760,2024-04-12,10.0
760,2024-05-12,10.0
760,2024-06-11,10.0
760,2024-07-11,10.0
761,2024-01-19,10.0
761,2024-02-18,10.0
769,2024-01-22,10.0
769,2024-02-21,10.0
769,2024-03-22,10.0
769,2024-04-21,10.0
769,2024-05-21,10.0
773,2024-02-21,10.0
776,2024-02-21,10.0
776,2024-03-22,10.0
776,2024-04-21,10.0
781,2024-02-10,10.0
796,2024-02-14,10.0
796,2024-03-15,10.0
796,2024-04-14,10.0
796,2024-05-14,10.0
800,2024-01-28,10.0
803,2024-02-10,10.0
803,2024-03-11,10.0
803,2024-04-10,10.0
803,2024-05-10,10.0
803,2024-06-09,10.0
803,2024-07-09,10.0
838,2024-01-17,10.0
852,2024-02-08,10.0
879,2024-03-08,10.0
895,2024-02-24,10.0
895,2024-03-25,10.0
895,2024-04-24,10.0
899,2024-01-16,10.0
899,2024-02-15,10.0
899,2024-03-16,10.0
902,2024-01-19,10.0
902,2024-02-18,10.0
902,2024-03-19,10.0
903,2024-01-09,10.0
903,2024-02-08,10.0
918,2024-02-12,10.0
918,2024-03-13,10.0
918,2024-04-12,10.0
918,2024-05-12,10.0
918,2024-06-11,10.0
930,2024-02-09,10.0
930,2024-03-10,10.0
930,2024-04-09,10.0
930,2024-05-09,10.0
937,2024-03-12,10.0
937,2024-04-11,10.0
937,2024-05-11,10.0
948,2024-02-17,10.0
965,2024-01-15,10.0
972,2024-01-31,10.0
972,2024-03-01,10.0
976,2024-03-02,10.0
981,2024-01-19,10.0
981,2024-02-18,10.0
981,2024-03-19,10.0
981,2024-04-18,10.0
994,2024-02-16,10.0
995,2024-01-10,10.0
995,2024-02-09,10.0
995,2024-03-10,10.0
1000,2024-03-08,10.0
1001,2024-03-01,10.0
1001,2024-03-31,10.0
1001,2024-04-30,10.0
1001,2024-05-30,10.0
1001,2024-06-29,10.0
1001,2024-07-29,10.0
1004,2024-01-27,10.0
1004,2024-02-26,10.0
1004,2024-03-27,10.0
1004,2024-04-26,10.0
1004,2024-05-26,10.0
1005,2024-01-28,10.0
1005,2024-02-27,10.0
1005,2024-03-28,10.0
1005,2024-04-27,10.0
1005,2024-05-27,10.0
1025,2024-03-04,10.0
1025,2024-04-03,10.0
1038,2024-01-25,10.0
1038,2024-02-24,10.0
1038,2024-03-25,10.0
1038,2024-04-24,10.0
1043,2024-02-17,10.0
1043,2024-03-18,10.0
1043,2024-04-17,10.0
1048,2024-01-21,10.0
1048,2024-02-20,10.0
1048,2024-03-21,10.0
1048,2024-04-20,10.0
1048,2024-05-20,10.0
1048,2024-06-19,10.0
1057,2024-02-05,10.0
1057,2024-03-06,10.0
1057,2024-04-05,10.0
1057,2024-05-05,10.0
1057,2024-06-04,10.0
1059,2024-03-04,10.0
1059,2024-04-03,10.0
1059,2024-05-03,10.0
1071,2024-02-01,10.0
1071,2024-03-02,10.0
1071,2024-04-01,10.0
1080,2024-01-16,10.0
1080,2024-02-15,10.0
1080,2024-03-16,10.0
1102,2024-02-19,10.0
1102,2024-03-20,10.0
1102,2024-04-19,10.0
1110,2024-02-16,10.0
1119,2024-03-02,10.0
1119,2024-04-01,10.0
1119,2024-05-01,10.0
1119,2024-05-31,10.0
1119,2024-06-30,10.0
1132,2024-01-13,10.0
1133,2024-01-30,10.0
1133,2024-02-29,10.0
1139,2024-03-04,10.0
1146,2024-02-06,10.0
1146,2024-03-07,10.0
1146,2024-04-06,10.0
1150,2024-02-06,10.0
1150,2024-03-07,10.0
1150,2024-04-06,10.0
1153,2024-01-27,10.0
1157,2024-02-25,10.0
1157,2024-03-26,10.0
1157,2024-04-25,10.0
1161,2024-01-28,10.0
1161,2024-02-27,10.0
1161,2024-03-28,10.0
1161,2024-04-27,10.0
1166,2024-02-27,10.0
1167,2024-02-10,10.0
1175,2024-01-14,10.0
1175,2024-02-13,10.0
1175,2024-03-14,10.0
1175,2024-04-13,10.0
1175,2024-05-13,10.0
1175,2024-06-12,10.0
1179,2024-03-14,10.0
1179,2024-04-13,10.0
1179,2024-05-13,10.0
1179,2024-06-12,10.0
1179,2024-07-12,10.0
1179,2024-08-11,10.0
1201,2024-01-10,10.0
1201,2024-02-09,10.0
1201,2024-03-10,10.0
1201,2024-04-09,10.0
1201,2024-05-09,10.0
1201,2024-06-08,10.0
1203,2024-01-11,10.0
1203,2024-02-10,10.0
1203,2024-03-11,10.0
1210,2024-03-08,10.0
1210,2024-04-07,10.0
1210,2024-05-07,10.0
1210,2024-06-06,10.0
1210,2024-07-06,10.0
1210,2024-08-05,10.0
1214,2024-02-18,10.0
1214,2024-03-19,10.0
1214,2024-04-18,10.0
1214,2024-05-18,10.0
1214,2024-06-17,10.0
1218,2024-02-22,10.0
1226,2024-02-24,10.0
1226,2024-03-25,10.0
1226,2024-04-24,10.0
1226,2024-05-24,10.0
1226,2024-06-23,10.0
1226,2024-07-23,10.0
1230,2024-02-08,10.0
1230,2024-03-09,10.0
1230,2024-04-08,10.0
1230,2024-05-08,10.0
1235,2024-01-28,10.0
1235,2024-02-27,10.0
1235,2024-03-28,10.0
1235,2024-04-27,10.0
1242,2024-02-08,10.0
1242,2024-03-09,10.0
1252,2024-01-17,10.0
1274,2024-02-08,10.0
1274,2024-03-09,10.0
1274,2024-04-08,10.0
1283,2024-02-11,10.0
1283,2024-03-12,10.0
1283,2024-04-11,10.0
1284,2024-02-21,10.0
1284,2024-03-22,10.0
1300,2024-03-04,10.0
1300,2024-04-03,10.0
1305,2024-01-10,10.0
1305,2024-02-09,10.0
1305,2024-03-10,10.0
1305,2024-04-09,10.0
1305,2024-05-09,10.0
1306,2024-01-18,10.0
1306,2024-02-17,10.0
1306,2024-03-18,10.0
1313,2024-01-20,10.0
1313,2024-02-19,10.0
1313,2024-03-20,10.0
1313,2024-04-19,10.0
1338,2024-03-03,10.0
1338,2024-04-02,10.0
1338,2024-05-02,10.0
1400,2024-01-11,10.0
1400,2024-02-10,10.0
1400,2024-03-11,10.0
1400,2024-04-10,10.0
1404,2024-01-19,10.0
1404,2024-02-18,10.0
1408,2024-01-25,10.0
1408,2024-02-24,10.0
1411,2024-01-15,10.0
1411,2024-02-14,10.0
1420,2024-01-23,10.0
1422,2024-03-06,10.0
1422,2024-04-05,10.0
1422,2024-05-05,10.0
1422,2024-06-04,10.0
1422,2024-07-04,10.0
1422,2024-08-03,10.0
1430,2024-02-06,10.0
1430,2024-03-07,10.0
1431,2024-02-09,10.0
1440,2024-03-05,10.0
1440,2024-04-04,10.0
1440,2024-05-04,10.0
1440,2024-06-03,10.0
1440,2024-07-03,10.0
1449,2024-02-02,10.0
1449,2024-03-03,10.0
1449,2024-04-02,10.0
1449,2024-05-02,10.0
1452,2024-02-11,10.0
1453,2024-01-08,10.0
1453,2024-02-07,10.0
1471,2024-02-26,10.0
1478,2024-02-19,10.0
1478,2024-03-20,10.0
1478,2024-04-19,10.0
1478,2024-05-19,10.0
1478,2024-06-18,10.0
1481,2024-01-24,10.0
1481,2024-02-23,10.0
1481,2024-03-24,10.0
1481,2024-04-23,10.0
1485,2024-02-10,10.0
1485,2024-03-11,10.0
1485,2024-04-10,10.0
1485,2024-05-10,10.0
1485,2024-06-09,10.0
1485,2024-07-09,10.0
1502,2024-01-22,10.0
1502,2024-02-21,10.0
1502,2024-03-22,10.0
1519,2024-02-10,10.0
1519,2024-03-11,10.0
1519,2024-04-10,10.0
1519,2024-05-10,10.0
1519,2024-06-09,10.0
1536,2024-02-20,10.0
1536,2024-03-21,10.0
1536,2024-04-20,10.0
1536,2024-05-20,10.0
1536,2024-06-19,10.0
1536,2024-07-19,10.0
1556,2024-01-20,10.0
1556,2024-02-19,10.0
1562,2024-02-08,10.0
1562,2024-03-09,10.0
1562,2024-04-08,10.0
1566,2024-01-26,10.0
1566,2024-02-25,10.0
1573,2024-02-02,10.0
1573,2024-03-03,10.0
1573,2024-04-02,10.0
1577,2024-01-31,10.0
1581,2024-01-22,10.0
1581,2024-02-21,10.0
1581,2024-03-22,10.0
1581,2024-04-21,10.0
1581,2024-05-21,10.0
1586,2024-01-19,10.0
1592,2024-03-12,10.0
1592,2024-04-11,10.0
1592,2024-05-11,10.0
1592,2024-06-10,10.0
1592,2024-07-10,10.0
1595,2024-01-23,10.0
1595,2024-02-22,10.0
1595,2024-03-23,10.0
1596,2024-03-01,10.0
1596,2024-03-31,10.0
1596,2024-04-30,10.0
1596,2024-05-30,10.0
1600,2024-01-05,10.0
1600,2024-02-04,10.0
1600,2024-03-05,10.0
1600,2024-04-04,10.0
1600,2024-05-04,10.0
1601,2024-03-08,10.0
1601,2024-04-07,10.0
1601,2024-05-07,10.0
1601,2024-06-06,10.0
1603,2024-01-28,10.0
1603,2024-02-27,10.0
1612,2024-01-23,10.0
1612,2024-02-22,10.0
1612,2024-03-23,10.0
1612,2024-04-22,10.0
1612,2024-05-22,10.0
1627,2024-02-28,10.0
1627,2024-03-29,10.0
1627,2024-04-28,10.0
1666,2024-01-20,10.0
1666,2024-02-19,10.0
1666,2024-03-20,10.0
1671,2024-01-16,10.0
1671,2024-02-15,10.0
1671,2024-03-16,10.0
1671,2024-04-15,10.0
1674,2024-01-20,10.0
1674,2024-02-19,10.0
1674,2024-03-20,10.0
1674,2024-04-19,10.0
1674,2024-05-19,10.0
1674,2024-06-18,10.0
1676,2024-02-23,10.0
1681,2024-02-05,10.0
1681,2024-03-06,10.0
1681,2024-04-05,10.0
1681,2024-05-05,10.0
1681,2024-06-04,10.0
1681,2024-07-04,10.0
1709,2024-02-25,10.0
1709,2024-03-26,10.0
1709,2024-04-25,10.0
1709,2024-05-25,10.0
1709,2024-06-24,10.0
1711,2024-01-28,10.0
1711,2024-02-27,10.0
1733,2024-01-28,10.0
1733,2024-02-27,10.0
1733,2024-03-28,10.0
1733,2024-04-27,10.0
1741,2024-01-18,10.0
1741,2024-02-17,10.0
1741,2024-03-18,10.0
1741,2024-04-17,10.0
1750,2024-01-30,10.0
1750,2024-02-29,10.0
1756,2024-01-18,10.0
1756,2024-02-17,10.0
1756,2024-03-18,10.0
1756,2024-04-17,10.0
1756,2024-05-17,10.0
1766,2024-02-28,10.0
1766,2024-03-29,10.0
1766,2024-04-28,10.0
1783,2024-01-07,10.0
1783,2024-02-06,10.0
1783,2024-03-07,10.0
1795,2024-02-16,10.0
1795,2024-03-17,10.0
1805,2024-02-18,10.0
1806,2024-02-02,10.0
1806,2024-03-03,10.0
1806,2024-04-02,10.0
1806,2024-05-02,10.0
1810,2024-02-21,10.0
1810,2024-03-22,10.0
1822,2024-02-24,10.0
1822,2024-03-25,10.0
1844,2024-01-27,10.0
1844,2024-02-26,10.0
1844,2024-03-27,10.0
1851,2024-02-16,10.0
1853,2024-01-27,10.0
1853,2024-02-26,10.0
1853,2024-03-27,10.0
1856,2024-01-09,10.0
1858,2024-01-06,10.0
1858,2024-02-05,10.0
1858,2024-03-06,10.0
1878,2024-03-03,10.0
1878,2024-04-02,10.0
1878,2024-05-02,10.0
1878,2024-06-01,10.0
1880,2024-02-28,10.0
1880,2024-03-29,10.0
1880,2024-04-28,10.0
1880,2024-05-28,10.0
1884,2024-02-21,10.0
1902,2024-01-29,10.0
1911,2024-02-25,10.0
1911,2024-03-26,10.0
1911,2024-04-25,10.0
1920,2024-02-16,10.0
1920,2024-03-17,10.0
1920,2024-04-16,10.0
1920,2024-05-16,10.0
1931,2024-03-09,10.0
1931,2024-04-08,10.0
1931,2024-05-08,10.0
1931,2024-06-07,10.0
1937,2024-02-10,10.0
1937,2024-03-11,10.0
1937,2024-04-10,10.0
1937,2024-05-10,10.0
1937,2024-06-09,10.0
1950,2024-02-15,10.0
1958,2024-01-11,10.0
1995,2024-03-01,10.0
1995,2024-03-31,10.0
1995,2024-04-30,10.0
1995,2024-05-30,10.0
1995,2024-06-29,10.0
2011,2024-02-07,10.0
2011,2024-03-08,10.0
2011,2024-04-07,10.0
2028,2024-02-19,10.0
2028,2024-03-20,10.0
2028,2024-04-19,10.0
2030,2024-01-29,10.0
2030,2024-02-28,10.0
2030,2024-03-29,10.0
2030,2024-04-28,10.0
2036,2024-01-08,10.0
2036,2024-02-07,10.0
2036,2024-03-08,10.0
2036,2024-04-07,10.0
2037,2024-01-24,10.0
2037,2024-02-23,10.0
2037,2024-03-24,10.0
2037,2024-04-23,10.0
2037,2024-05-23,10.0
2040,2024-02-19,10.0
2040,2024-03-20,10.0
2040,2024-04-19,10.0
2056,2024-01-13,10.0
2056,2024-02-12,10.0
2056,2024-03-13,10.0
2060,2024-01-31,10.0
2060,2024-03-01,10.0
2060,2024-03-31,10.0
2060,2024-04-30,10.0
2060,2024-05-30,10.0
2062,2024-02-22,10.0
2068,2024-02-21,10.0
2068,2024-03-22,10.0
2068,2024-04-21,10.0
2068,2024-05-21,10.0
2068,2024-06-20,10.0
2073,2024-03-12,10.0
2073,2024-04-11,10.0
2073,2024-05-11,10.0
2073,2024-06-10,10.0
2073,2024-07-10,10.0
2075,2024-02-29,10.0
2075,2024-03-30,10.0
2076,2024-01-24,10.0
2076,2024-02-23,10.0
2076,2024-03-24,10.0
2076,2024-04-23,10.0
2076,2024-05-23,10.0
2105,2024-02-06,10.0
2105,2024-03-07,10.0
2105,2024-04-06,10.0
2105,2024-05-06,10.0
2121,2024-02-22,10.0
2121,2024-03-23,10.0
2121,2024-04-22,10.0
2121,2024-05-22,10.0
2121,2024-06-21,10.0
2123,2024-01-29,10.0
2123,2024-02-28,10.0
2123,2024-03-29,10.0
2123,2024-04-28,10.0
2153,2024-03-02,10.0
2153,2024-04-01,10.0
2154,2024-01-30,10.0
2154,2024-02-29,10.0
2154,2024-03-30,10.0
2164,2024-02-22,10.0
2164,2024-03-23,10.0
2164,2024-04-22,10.0
2164,2024-05-22,10.0
2183,2024-02-09,10.0
2183,2024-03-10,10.0
2183,2024-04-09,10.0
2206,2024-01-19,10.0
2206,2024-02-18,10.0
2206,2024-03-19,10.0
2214,2024-02-27,10.0
2214,2024-03-28,10.0
2214,2024-04-27,10.0
2214,2024-05-27,10.0
2214,2024-06-26,10.0
2214,2024-07-26,10.0
2241,2024-01-30,10.0
2241,2024-02-29,10.0
2262,2024-02-23,10.0
2266,2024-02-02,10.0
2266,2024-03-03,10.0
2272,2024-02-21,10.0
2273,2024-02-05,10.0
2281,2024-01-10,10.0
2281,2024-02-09,10.0
2281,2024-03-10,10.0
2281,2024-04-09,10.0
2283,2024-02-22,10.0
2283,2024-03-23,10.0
2283,2024-04-22,10.0
2286,2024-01-19,10.0
2290,2024-02-27,10.0
2290,2024-03-28,10.0
2290,2024-04-27,10.0
2290,2024-05-27,10.0
2290,2024-06-26,10.0
2290,2024-07-26,10.0
2295,2024-02-18,10.0
2295,2024-03-19,10.0
2295,2024-04-18,10.0
2295,2024-05-18,10.0
2295,2024-06-17,10.0
2304,2024-01-10,10.0
2304,2024-02-09,10.0
2317,2024-01-22,10.0
2317,2024-02-21,10.0
2317,2024-03-22,10.0
2317,2024-04-21,10.0
2321,2024-01-30,10.0
2321,2024-02-29,10.0
2323,2024-02-06,10.0
2331,2024-02-17,10.0
2353,2024-01-26,10.0
2353,2024-02-25,10.0
2353,2024-03-26,10.0
2353,2024-04-25,10.0
2359,2024-02-21,10.0
2359,2024-03-22,10.0
2359,2024-04-21,10.0
2359,2024-05-21,10.0
2359,2024-06-20,10.0
2366,2024-02-03,10.0
2366,2024-03-04,10.0
2379,2024-01-24,10.0
2379,2024-02-23,10.0
2379,2024-03-24,10.0
2379,2024-04-23,10.0
2400,2024-01-25,10.0
2400,2024-02-24,10.0
2400,2024-03-25,10.0
2412,2024-01-16,10.0
2412,2024-02-15,10.0
2412,2024-03-16,10.0
2418,2024-01-14,10.0
2431,2024-02-07,10.0
2435,2024-01-14,10.0
2435,2024-02-13,10.0
2435,2024-03-14,10.0
2435,2024-04-13,10.0
2436,2024-02-07,10.0
2436,2024-03-08,10.0
2436,2024-04-07,10.0
2436,2024-05-07,10.0
2436,2024-06-06,10.0
2436,2024-07-06,10.0
2455,2024-01-21,10.0
2455,2024-02-20,10.0
2464,2024-01-14,10.0
2464,2024-02-13,10.0
2464,2024-03-14,10.0
2464,2024-04-13,10.0
2464,2024-05-13,10.0
2464,2024-06-12,10.0
2470,2024-03-02,10.0
2470,2024-04-01,10.0
2470,2024-05-01,10.0
2470,2024-05-31,10.0
2485,2024-02-13,10.0
2485,2024-03-14,10.0
2504,2024-01-17,10.0
2505,2024-02-05,10.0
2505,2024-03-06,10.0
2505,2024-04-05,10.0
2505,2024-05-05,10.0
2512,2024-03-04,10.0
2512,2024-04-03,10.0
2515,2024-02-05,10.0
2515,2024-03-06,10.0
2515,2024-04-05,10.0
2515,2024-05-05,10.0
2515,2024-06-04,10.0
2528,2024-02-05,10.0
2528,2024-03-06,10.0
2528,2024-04-05,10.0
2528,2024-05-05,10.0
2528,2024-06-04,10.0
2529,2024-02-28,10.0
2529,2024-03-29,10.0
2530,2024-01-30,10.0
2530,2024-02-29,10.0
2530,2024-03-30,10.0
2530,2024-04-29,10.0
2531,2024-03-06,10.0
2531,2024-04-05,10.0
2531,2024-05-05,10.0
2547,2024-02-23,10.0
2547,2024-03-24,10.0
2547,2024-04-23,10.0
2562,2024-02-14,10.0
2562,2024-03-15,10.0
2562,2024-04-14,10.0
2562,2024-05-14,10.0
2562,2024-06-13,10.0
2577,2024-02-04,10.0
2577,2024-03-05,10.0
2637,2024-02-09,10.0
2637,2024-03-10,10.0
2637,2024-04-09,10.0
2637,2024-05-09,10.0
2637,2024-06-08,10.0
2637,2024-07-08,10.0
2639,2024-01-09,10.0
2639,2024-02-08,10.0
2639,2024-03-09,10.0
2639,2024-04-08,10.0
2639,2024-05-08,10.0
2641,2024-01-18,10.0
2641,2024-02-17,10.0
2641,2024-03-18,10.0
2641,2024-04-17,10.0
2644,2024-02-09,10.0
2644,2024-03-10,10.0
2644,2024-04-09,10.0
2644,2024-05-09,10.0
2644,2024-06-08,10.0
2644,2024-07-08,10.0
2657,2024-01-20,10.0
2657,2024-02-19,10.0
2657,2024-03-20,10.0
2671,2024-02-17,10.0
2676,2024-01-28,10.0
2676,2024-02-27,10.0
2676,2024-03-28,10.0
2676,2024-04-27,10.0
2676,2024-05-27,10.0
2676,2024-06-26,10.0
2696,2024-02-17,10.0
2696,2024-03-18,10.0
2696,2024-04-17,10.0
2696,2024-05-17,10.0
2696,2024-06-16,10.0
2698,2024-01-30,10.0
2698,2024-02-29,10.0
2698,2024-03-30,10.0
2704,2024-02-02,10.0
2704,2024-03-03,10.0
2704,2024-04-02,10.0
2704,2024-05-02,10.0
2704,2024-06-01,10.0
2704,2024-07-01,10.0
2719,2024-02-22,10.0
2719,2024-03-23,10.0
2719,2024-04-22,10.0
2719,2024-05-22,10.0
2720,2024-03-09,10.0
2720,2024-04-08,10.0
2720,2024-05-08,10.0
2720,2024-06-07,10.0
2748,2024-01-20,10.0
2748,2024-02-19,10.0
2750,2024-02-13,10.0
2780,2024-02-27,10.0
2806,2024-03-03,10.0
2806,2024-04-02,10.0
2806,2024-05-02,10.0
2843,2024-01-17,10.0
2843,2024-02-16,10.0
2858,2024-02-27,10.0
2858,2024-03-28,10.0
2880,2024-02-12,10.0
2880,2024-03-13,10.0
2880,2024-04-12,10.0
2880,2024-05-12,10.0
2880,2024-06-11,10.0
2880,2024-07-11,10.0
2887,2024-03-14,10.0
2900,2024-01-22,10.0
2900,2024-02-21,10.0
2900,2024-03-22,10.0
2900,2024-04-21,10.0
2900,2024-05-21,10.0
2911,2024-03-06,10.0
2911,2024-04-05,10.0
2925,2024-01-23,10.0
2925,2024-02-22,10.0
2925,2024-03-23,10.0
2925,2024-04-22,10.0
2933,2024-03-05,10.0
2933,2024-04-04,10.0
2934,2024-01-26,10.0
2934,2024-02-25,10.0
2943,2024-02-12,10.0
2943,2024-03-13,10.0
2943,2024-04-12,10.0
2960,2024-02-28,10.0
2960,2024-03-29,10.0
2960,2024-04-28,10.0
2960,2024-05-28,10.0
2960,2024-06-27,10.0
2960,2024-07-27,10.0
2962,2024-01-11,10.0
2962,2024-02-10,10.0
2969,2024-02-11,10.0
2969,2024-03-12,10.0
2977,2024-01-13,10.0
2977,2024-02-12,10.0
2977,2024-03-13,10.0
2985,2024-01-27,10.0
2985,2024-02-26,10.0
3004,2024-01-22,10.0
3004,2024-02-21,10.0
3004,2024-03-22,10.0
3004,2024-04-21,10.0
3004,2024-05-21,10.0
3007,2024-02-27,10.0
3017,2024-02-23,10.0
3017,2024-03-24,10.0
3017,2024-04-23,10.0
3021,2024-02-24,10.0
3021,2024-03-25,10.0
3039,2024-03-02,10.0
3039,2024-04-01,10.0
3039,2024-05-01,10.0
3039,2024-05-31,10.0
3039,2024-06-30,10.0
3047,2024-02-11,10.0
3047,2024-03-12,10.0
3049,2024-02-17,10.0
3049,2024-03-18,10.0
3049,2024-04-17,10.0
3049,2024-05-17,10.0
3061,2024-03-02,10.0
3061,2024-04-01,10.0
3061,2024-05-01,10.0
3066,2024-01-17,10.0
3066,2024-02-16,10.0
3066,2024-03-17,10.0
3066,2024-04-16,10.0
3066,2024-05-16,10.0
3066,2024-06-15,10.0
3070,2024-01-02,10.0
3070,2024-02-01,10.0
3070,2024-03-02,10.0
3073,2024-02-09,10.0
3073,2024-03-10,10.0
3085,2024-02-07,10.0
